ccyy,tot_inc,tot_L,tot_K,tot_S,tot_IR,b50_L,b50_K,b50_S,b50_IR,m40_L,m40_K,m40_S,m40_IR,t10_L,t10_K,t10_S,t10_IR,t1_L,t1_K,t1_S,t1_IR,defl,totw,mean_toti,nprs,waven
se75,1.647e+11,1.587e+11,6.014e+09,9.883e+09,0,2.172e+10,2.619e+09,2.100e+09,0,9.362e+10,2.085e+09,5.010e+09,0,4.337e+10,1.309e+09,2.772e+09,0,8.223e+09,4.020e+08,9.870e+08,0,1,4167178.8,39527.992,1.9695873,0
se81,2.822e+11,2.715e+11,1.073e+10,1.460e+10,2.913e+10,3.092e+10,6.524e+09,2.873e+09,8.486e+09,1.646e+11,3.176e+09,8.575e+09,1.316e+10,7.600e+10,1.033e+09,3.156e+09,7.484e+09,1.368e+10,2.355e+08,1.042e+09,1.375e+09,1,4364166.5,64673.417,1.8757831,1
se87,4.636e+11,4.367e+11,2.691e+10,1.738e+10,0,4.379e+10,1.172e+10,1.458e+09,0,2.656e+11,8.043e+09,1.114e+10,0,1.273e+11,7.147e+09,4.781e+09,0,2.214e+10,4.305e+09,1.523e+09,0,1,4483264,103415.75,1.8323231,2
se92,6.956e+11,6.473e+11,4.822e+10,1.382e+10,0,4.894e+10,1.845e+10,-8.638e+08,0,3.989e+11,1.669e+10,1.023e+10,0,1.995e+11,1.308e+10,4.451e+09,0,3.493e+10,4.198e+09,1.025e+09,0,1,4665882.5,149074.06,1.8477664,3
se95,7.157e+11,6.756e+11,4.010e+10,1.669e+10,0,4.007e+10,1.397e+10,2.074e+08,0,4.177e+11,1.292e+10,1.240e+10,0,2.178e+11,1.321e+10,4.079e+09,0,4.005e+10,6.526e+09,9.874e+08,0,1,4677280.5,153015.13,1.8220804,4
sk04,3.954e+11,3.942e+11,1.208e+09,2.468e+10,0,3.567e+10,2.503e+08,1.820e+09,0,2.328e+11,5.068e+08,1.014e+10,0,1.257e+11,4.512e+08,1.271e+10,0,3.025e+10,1.826e+08,6.504e+09,0,1,1858476.3,213939.19,2.8974392,6
sk07,5.498e+11,5.478e+11,2.020e+09,5.984e+10,6.617e+10,5.956e+10,5.910e+08,5.633e+09,3.085e+10,3.264e+11,7.656e+08,2.916e+10,2.749e+10,1.619e+11,6.636e+08,2.505e+10,7.827e+09,3.098e+10,2.898e+08,8.530e+09,1.046e+09,1,1891896.6,297053.85,2.8579638,7
sk10,2.098e+10,2.090e+10,81058520,2.350e+09,2.939e+09,2.494e+09,24894762,3.176e+08,1.367e+09,1.224e+10,44805540,1.165e+09,1.214e+09,6.164e+09,11358217,8.671e+08,3.575e+08,1.242e+09,728167.69,2.366e+08,42317092,1,1911664,10978.061,2.8208127,8
sk13,2.282e+10,2.275e+10,62338940,3.193e+09,2.643e+09,2.848e+09,25937172,4.802e+08,1.219e+09,1.316e+10,25103014,1.795e+09,1.098e+09,6.744e+09,11298756,9.173e+08,3.253e+08,1.442e+09,1380692.6,2.123e+08,42930252,1,1851669.3,12322.262,2.818007,9
sk92,1.066e+11,1.064e+11,1.915e+08,7.983e+09,0,1.521e+10,35424312,4.307e+08,0,6.288e+10,78491352,3.078e+09,0,2.835e+10,77554144,4.474e+09,0,5.500e+09,45532796,2.120e+09,0,1,1784046.5,59764.453,2.98399,3
sk96,1.617e+11,1.611e+11,5.310e+08,1.557e+10,0,2.123e+10,1.181e+08,2.802e+09,0,9.459e+10,2.080e+08,7.594e+09,0,4.531e+10,2.049e+08,5.171e+09,0,8.767e+09,87088592,1.812e+09,0,1,1841664.8,87778.152,2.9161918,4
uk04,6.010e+11,5.739e+11,2.725e+10,6.814e+10,0,3.492e+10,8.803e+09,4.707e+09,0,3.306e+11,1.005e+10,2.973e+10,0,2.085e+11,8.400e+09,3.371e+10,0,5.455e+10,2.896e+09,1.520e+10,0,1,25267068,24042.444,2.3256311,6
uk07,6.972e+11,6.594e+11,3.789e+10,7.496e+10,0,4.394e+10,1.140e+10,5.277e+09,0,3.825e+11,1.325e+10,3.433e+10,0,2.329e+11,1.324e+10,3.536e+10,0,5.339e+10,5.644e+09,1.420e+10,0,1,26061254,26754.277,2.2957079,7
uk10,7.223e+11,6.900e+11,3.233e+10,7.604e+10,0,3.782e+10,9.609e+09,5.219e+09,0,3.945e+11,1.172e+10,3.446e+10,0,2.577e+11,1.101e+10,3.636e+10,0,6.306e+10,3.345e+09,1.723e+10,0,1,26653212,27099.519,2.2902055,8
uk13,7.877e+11,7.504e+11,3.738e+10,7.913e+10,0,4.550e+10,1.134e+10,6.869e+09,0,4.325e+11,1.391e+10,3.937e+10,0,2.724e+11,1.213e+10,3.288e+10,0,6.544e+10,1.793e+09,9.610e+09,0,1,27057704,29114.277,2.3230627,9
uk69,2.140e+10,2.040e+10,9.954e+08,1.800e+09,0,4.267e+09,2.688e+08,3.658e+08,0,1.131e+10,2.233e+08,7.095e+08,0,4.831e+09,5.034e+08,7.248e+08,0,9.253e+08,2.917e+08,2.441e+08,0,1,15693339,1363.4581,3.5340471,0
uk74,4.793e+10,4.605e+10,1.881e+09,4.354e+09,0,8.387e+09,6.563e+08,9.993e+08,0,2.619e+10,5.953e+08,1.587e+09,0,1.147e+10,6.292e+08,1.768e+09,0,2.357e+09,2.705e+08,8.175e+08,0,1,19838710,2415.6851,2.8340552,0
uk79,1.025e+11,9.896e+10,3.513e+09,6.119e+09,0,1.372e+10,1.438e+09,1.380e+09,0,5.906e+10,1.195e+09,2.964e+09,0,2.618e+10,8.803e+08,1.775e+09,0,4.452e+09,3.119e+08,6.232e+08,0,1,20806878,4924.7632,2.7023757,1
uk86,1.861e+11,1.752e+11,1.094e+10,1.630e+10,1.453e+10,1.104e+10,3.978e+09,1.649e+09,4.887e+09,1.088e+11,3.975e+09,8.398e+09,6.915e+09,5.532e+10,2.983e+09,6.250e+09,2.729e+09,9.852e+09,1.183e+09,1.675e+09,4.016e+08,1,22223574,8374.0039,2.5536361,2
uk91,3.293e+11,3.006e+11,2.871e+10,3.244e+10,2.972e+10,2.229e+10,8.243e+09,3.426e+09,1.039e+10,1.814e+11,1.074e+10,1.529e+10,1.417e+10,9.690e+10,9.725e+09,1.372e+10,5.170e+09,2.072e+10,4.855e+09,6.789e+09,8.005e+08,1,23370396,14092.468,2.4081748,3
uk94,3.458e+11,3.294e+11,1.647e+10,4.327e+10,0,1.677e+10,5.226e+09,2.714e+09,0,1.961e+11,6.239e+09,1.958e+10,0,1.165e+11,5.001e+09,2.098e+10,0,2.794e+10,1.747e+09,9.620e+09,0,1,23141000,14944.665,2.4015436,4
uk95,3.426e+11,3.215e+11,2.117e+10,5.504e+10,0,1.545e+10,7.037e+09,1.913e+09,0,1.959e+11,7.784e+09,2.366e+10,0,1.102e+11,6.347e+09,2.947e+10,0,2.350e+10,2.286e+09,1.189e+10,0,1,22493722,15233.056,2.4272735,4
uk99,4.548e+11,4.306e+11,2.420e+10,5.317e+10,0,2.414e+10,7.330e+09,2.553e+09,0,2.531e+11,8.620e+09,2.173e+10,0,1.533e+11,8.249e+09,2.888e+10,0,3.859e+10,2.991e+09,1.501e+10,0,1,23896224,19030.721,2.3690755,5
us00,5.421e+12,5.043e+12,3.779e+11,3.518e+11,3.574e+11,6.587e+11,7.995e+10,3.404e+10,1.539e+11,2.681e+12,1.324e+11,1.399e+11,1.528e+11,1.703e+12,1.656e+11,1.779e+11,5.067e+10,5.118e+11,3.782e+10,7.213e+10,6.190e+09,1,1.083e+08,50063.54,2.5534177,5
us04,5.937e+12,5.599e+12,3.379e+11,3.458e+11,3.112e+11,6.795e+11,6.622e+10,4.134e+10,1.331e+11,2.999e+12,1.248e+11,1.575e+11,1.335e+11,1.920e+12,1.469e+11,1.470e+11,4.460e+10,5.481e+11,3.426e+10,5.132e+10,5.213e+09,1,1.135e+08,52317.504,2.5330606,6
us07,6.893e+12,6.441e+12,4.519e+11,4.198e+11,3.543e+11,8.246e+11,7.921e+10,4.899e+10,1.445e+11,3.463e+12,1.808e+11,1.917e+11,1.541e+11,2.153e+12,1.918e+11,1.792e+11,5.582e+10,5.926e+11,3.879e+10,6.270e+10,6.809e+09,1,1.169e+08,58972.622,2.5059297,7
us10,6.766e+12,6.413e+12,3.530e+11,3.716e+11,4.128e+11,6.957e+11,6.606e+10,4.365e+10,1.808e+11,3.475e+12,1.447e+11,1.626e+11,1.707e+11,2.243e+12,1.422e+11,1.653e+11,6.124e+10,5.849e+11,3.064e+10,6.323e+10,7.899e+09,1,1.187e+08,56979.857,2.5086544,8
us13,7.571e+12,7.116e+12,4.550e+11,3.739e+11,5.089e+11,7.625e+11,7.368e+10,4.532e+10,2.265e+11,3.818e+12,1.762e+11,1.664e+11,2.089e+11,2.535e+12,2.052e+11,1.622e+11,7.349e+10,6.931e+11,5.071e+10,5.871e+10,8.893e+09,1,1.231e+08,61524.537,2.4866056,9
us16,8.922e+12,8.274e+12,6.475e+11,4.141e+11,4.152e+11,8.987e+11,1.135e+11,5.915e+10,1.852e+11,4.390e+12,2.660e+11,1.871e+11,1.713e+11,2.986e+12,2.681e+11,1.679e+11,5.867e+10,8.461e+11,4.353e+10,5.538e+10,7.669e+09,1,1.265e+08,70517.561,2.4650807,10
us74,8.225e+11,7.777e+11,4.479e+10,7.044e+10,0,1.272e+11,1.456e+10,7.103e+09,0,4.433e+11,1.238e+10,2.786e+10,0,2.072e+11,1.785e+10,3.549e+10,0,4.003e+10,9.102e+09,1.296e+10,0,1,71068424,11573.398,2.956651,0
us79,1.366e+12,1.277e+12,8.932e+10,1.087e+11,8.854e+10,1.946e+11,2.802e+10,1.312e+10,3.728e+10,7.300e+11,2.869e+10,4.585e+10,3.733e+10,3.523e+11,3.262e+10,4.977e+10,1.393e+10,6.630e+10,1.337e+10,1.725e+10,1.695e+09,1,79367808,17214.839,2.745151,1
us86,2.405e+12,2.208e+12,1.974e+11,1.609e+11,1.797e+11,2.992e+11,5.700e+10,1.798e+10,7.341e+10,1.254e+12,7.155e+10,7.314e+10,7.499e+10,6.548e+11,6.880e+10,6.976e+10,3.135e+10,1.319e+11,2.567e+10,2.367e+10,4.023e+09,1,89835680,26771.336,2.6384122,2
us91,3.133e+12,2.882e+12,2.513e+11,2.229e+11,3.033e+11,3.775e+11,6.914e+10,2.426e+10,1.182e+11,1.644e+12,8.557e+10,9.876e+10,1.308e+11,8.601e+11,9.661e+10,9.991e+10,5.430e+10,1.748e+11,3.211e+10,2.613e+10,7.170e+09,1,95988600,32643.078,2.5942893,3
us94,3.665e+12,3.427e+12,2.380e+11,2.293e+11,3.087e+11,4.092e+11,5.993e+10,2.288e+10,1.236e+11,1.867e+12,8.183e+10,1.025e+11,1.320e+11,1.150e+12,9.619e+10,1.039e+11,5.316e+10,3.214e+11,2.508e+10,3.392e+10,6.565e+09,1,99087648,36982.497,2.6015799,4
us97,4.426e+12,4.073e+12,3.538e+11,2.912e+11,3.014e+11,5.172e+11,7.108e+10,3.138e+10,1.253e+11,2.200e+12,1.214e+11,1.204e+11,1.276e+11,1.355e+12,1.614e+11,1.394e+11,4.851e+10,4.021e+11,3.893e+10,5.595e+10,5.994e+09,1,1.026e+08,43148.845,2.5751555,4

