ccyy,tot_inc,tot_L,tot_K,tot_S,tot_IR,tot_intdiv,tot_rent,b50_L,b50_K,b50_S,b50_IR,b50_intdiv,b50_rent,m40_L,m40_K,m40_S,m40_IR,m40_intdiv,m40_rent,t10_L,t10_K,t10_S,t10_IR,t10_intdiv,t10_rent,t1_L,t1_K,t1_S,t1_IR,t1_intdiv,t1_rent,totw,mean_toti,waven
it89,2.243e+11,2.055e+11,1.875e+10,6.479e+10,4.366e+10,0,0,2.923e+10,3.661e+09,8.484e+09,1.737e+10,0,0,1.198e+11,6.904e+09,3.125e+10,1.799e+10,0,0,5.644e+10,8.189e+09,2.505e+10,8.307e+09,0,0,1.019e+10,3.346e+09,7.683e+09,1.621e+09,0,0,19504302,11498.402,3
it91,2.500e+11,2.291e+11,2.093e+10,7.118e+10,5.325e+10,0,0,3.316e+10,5.161e+09,7.785e+09,2.048e+10,0,0,1.352e+11,7.915e+09,3.710e+10,2.333e+10,0,0,6.071e+10,7.851e+09,2.629e+10,9.438e+09,0,0,1.116e+10,3.128e+09,7.488e+09,1.770e+09,0,0,19629840,12735.438,3
it93,2.558e+11,2.285e+11,2.725e+10,6.422e+10,6.357e+10,0,0,2.434e+10,5.215e+09,7.670e+09,2.369e+10,0,0,1.365e+11,9.248e+09,2.946e+10,2.768e+10,0,0,6.770e+10,1.279e+10,2.709e+10,1.221e+10,0,0,1.301e+10,3.828e+09,9.717e+09,1.639e+09,0,0,19674968,13000.166,4
it95,2.564e+11,2.303e+11,2.615e+10,5.481e+10,4.008e+10,2.079e+10,5.361e+09,2.300e+10,5.488e+09,5.834e+09,1.472e+10,4.632e+09,8.569e+08,1.373e+11,9.950e+09,2.665e+10,1.745e+10,8.214e+09,1.736e+09,6.991e+10,1.071e+10,2.232e+10,7.912e+09,7.946e+09,2.768e+09,1.479e+10,3.550e+09,8.222e+09,1.453e+09,2.658e+09,8.928e+08,19646300,13051.232,4
it98,3.057e+11,2.686e+11,3.707e+10,7.307e+10,4.474e+10,3.174e+10,5.328e+09,2.521e+10,7.324e+09,5.693e+09,1.742e+10,6.438e+09,8.860e+08,1.609e+11,1.263e+10,3.103e+10,1.890e+10,1.101e+10,1.623e+09,8.251e+10,1.711e+10,3.635e+10,8.424e+09,1.429e+10,2.819e+09,1.847e+10,6.914e+09,1.420e+10,1.475e+09,6.203e+09,7.113e+08,20509670,14904.911,5
mx00,1.590e+12,1.563e+12,2.709e+10,4.057e+11,2.842e+11,3.506e+09,2.187e+10,2.321e+11,2.351e+09,6.189e+10,6.914e+10,77362384,2.068e+09,7.268e+11,9.645e+09,1.586e+11,1.160e+11,6.431e+08,8.436e+09,6.039e+11,1.510e+10,1.852e+11,9.905e+10,2.786e+09,1.137e+10,1.578e+11,6.873e+09,6.187e+10,1.878e+10,1.126e+09,5.747e+09,23484752,67698.556,5
mx02,1.832e+12,1.796e+12,3.628e+10,4.444e+11,3.038e+11,2.701e+09,3.249e+10,2.754e+11,3.905e+09,6.895e+10,9.430e+10,2.997e+08,3.518e+09,8.674e+11,7.121e+09,1.936e+11,1.225e+11,4.220e+08,5.956e+09,6.530e+11,2.525e+10,1.819e+11,8.701e+10,1.979e+09,2.301e+10,1.547e+11,1.143e+10,5.616e+10,2.345e+10,1.694e+09,9.733e+09,24650168,74323.81,5
mx04,2.130e+12,2.069e+12,6.100e+10,4.482e+11,3.567e+11,8.738e+09,4.968e+10,3.223e+11,5.942e+09,6.887e+10,1.036e+11,6.921e+08,5.189e+09,9.943e+11,1.114e+10,1.822e+11,1.445e+11,5.104e+08,1.021e+10,7.525e+11,4.391e+10,1.972e+11,1.087e+11,7.535e+09,3.428e+10,1.953e+11,3.357e+10,7.103e+10,3.489e+10,6.378e+09,2.627e+10,25561448,83333.436,6
mx08,2.880e+12,2.811e+12,6.972e+10,6.661e+11,4.490e+11,1.036e+10,5.922e+10,3.556e+11,8.332e+09,5.953e+10,1.526e+11,8.987e+08,7.434e+09,1.357e+12,1.865e+10,2.075e+11,1.860e+11,2.235e+09,1.642e+10,1.098e+12,4.273e+10,3.990e+11,1.103e+11,7.229e+09,3.537e+10,3.256e+11,1.837e+10,2.014e+11,2.438e+10,3.531e+09,1.475e+10,27874624,103332.78,7
mx10,2.790e+12,2.723e+12,6.657e+10,4.579e+11,5.465e+11,7.401e+09,5.905e+10,3.494e+11,7.410e+09,5.448e+10,1.971e+11,3.239e+08,7.086e+09,1.355e+12,2.161e+10,2.222e+11,2.261e+11,2.853e+09,1.874e+10,1.019e+12,3.755e+10,1.812e+11,1.234e+11,4.224e+09,3.323e+10,2.638e+11,1.716e+10,6.973e+10,2.872e+10,2.577e+09,1.458e+10,29556772,94392.183,8
mx12,3.289e+12,3.218e+12,7.129e+10,5.855e+11,5.800e+11,1.130e+10,5.983e+10,3.985e+11,7.903e+09,4.405e+10,2.146e+11,3.919e+08,7.511e+09,1.586e+12,1.865e+10,2.319e+11,2.367e+11,1.721e+09,1.693e+10,1.233e+12,4.474e+10,3.096e+11,1.288e+11,9.187e+09,3.540e+10,3.676e+11,7.517e+09,1.447e+11,2.189e+10,1.854e+09,5.664e+09,31559380,104211.23,9
mx84,7.880e+09,7.596e+09,2.841e+08,2.284e+09,1.118e+09,0,0,1.434e+09,33467956,4.601e+08,3.071e+08,0,0,3.755e+09,94899296,9.629e+08,5.194e+08,0,0,2.406e+09,1.558e+08,8.610e+08,2.912e+08,0,0,5.744e+08,34177112,3.351e+08,54310040,0,0,14988551,525.71196,2
mx89,1.659e+11,1.598e+11,6.115e+09,4.764e+10,3.128e+10,0,0,2.792e+10,4.985e+08,6.941e+09,8.767e+09,0,0,7.491e+10,1.081e+09,1.662e+10,1.339e+10,0,0,5.698e+10,4.536e+09,2.408e+10,9.122e+09,0,0,1.827e+10,2.379e+09,1.257e+10,2.086e+09,0,0,15955536,10399.614,3
mx92,3.633e+11,3.577e+11,5.600e+09,1.133e+11,7.836e+10,0,0,5.642e+10,1.109e+09,1.435e+10,2.337e+10,0,0,1.594e+11,1.788e+09,3.834e+10,3.332e+10,0,0,1.419e+11,2.703e+09,6.063e+10,2.167e+10,0,0,4.544e+10,2.256e+08,3.224e+10,5.019e+09,0,0,17819414,20387.71,3
mx94,4.660e+11,4.585e+11,7.514e+09,1.155e+11,1.091e+11,0,0,6.827e+10,1.059e+09,1.840e+10,3.043e+10,0,0,2.080e+11,2.462e+09,4.661e+10,4.665e+10,0,0,1.822e+11,3.992e+09,5.049e+10,3.205e+10,0,0,5.376e+10,1.084e+09,1.993e+10,6.458e+09,0,0,19440278,23971.161,4
mx96,6.451e+11,6.321e+11,1.298e+10,1.705e+11,1.322e+11,0,0,1.012e+11,1.409e+09,2.790e+10,4.085e+10,0,0,2.910e+11,3.510e+09,6.584e+10,5.594e+10,0,0,2.399e+11,8.059e+09,7.673e+10,3.544e+10,0,0,6.936e+10,5.255e+09,3.583e+10,7.305e+09,0,0,20467038,31517.514,4
mx98,1.030e+12,1.008e+12,2.210e+10,2.968e+11,1.760e+11,6.887e+09,1.361e+10,1.457e+11,2.173e+09,4.081e+10,5.096e+10,2.288e+08,1.769e+09,4.713e+11,4.487e+09,1.092e+11,7.313e+10,6.939e+08,3.278e+09,3.908e+11,1.544e+10,1.468e+11,5.189e+10,5.965e+09,8.561e+09,1.112e+11,8.175e+09,6.477e+10,1.393e+10,2.521e+09,4.740e+09,22163568,46468.643,5
nl04,2.336e+11,2.285e+11,5.100e+09,2.136e+10,8.831e+09,5.084e+09,16510349,1.981e+10,1.968e+09,6.957e+08,2.541e+09,1.967e+09,1581896.1,1.357e+11,1.873e+09,9.200e+09,4.411e+09,1.859e+09,13535160,7.298e+10,1.259e+09,1.147e+10,1.878e+09,1.258e+09,1393292.8,1.821e+10,2.570e+08,5.577e+09,3.171e+08,2.570e+08,0,7090965,32942.128,6
nl07,2.828e+11,2.661e+11,1.668e+10,2.478e+10,9.493e+09,1.481e+10,1.865e+09,2.223e+10,3.594e+09,1.198e+09,2.756e+09,3.045e+09,5.486e+08,1.600e+11,3.324e+09,9.918e+09,4.852e+09,2.761e+09,5.636e+08,8.388e+10,9.760e+09,1.366e+10,1.884e+09,9.007e+09,7.525e+08,1.745e+10,7.216e+09,3.883e+09,3.207e+08,6.816e+09,4.005e+08,7242202,39048.823,7
nl10,2.945e+11,2.825e+11,1.200e+10,2.781e+10,1.031e+10,9.900e+09,2.102e+09,2.355e+10,3.551e+09,2.269e+09,3.354e+09,3.058e+09,4.933e+08,1.715e+11,3.617e+09,1.199e+10,4.991e+09,2.721e+09,8.965e+08,8.740e+10,4.833e+09,1.355e+10,1.966e+09,4.121e+09,7.120e+08,1.720e+10,2.189e+09,4.655e+09,3.157e+08,2.011e+09,1.788e+08,7443801,39557.844,8
nl13,2.922e+11,2.792e+11,1.306e+10,3.126e+10,1.191e+10,9.979e+09,3.077e+09,1.937e+10,3.715e+09,1.972e+09,3.859e+09,3.046e+09,6.691e+08,1.696e+11,3.405e+09,1.639e+10,5.703e+09,2.672e+09,7.331e+08,9.016e+10,5.936e+09,1.289e+10,2.349e+09,4.261e+09,1.675e+09,1.737e+10,3.920e+09,2.558e+09,3.906e+08,2.948e+09,9.712e+08,7590228,38502.205,9
nl83,9.063e+10,8.904e+10,1.593e+09,1.327e+10,4.734e+09,0,0,8.251e+09,5.415e+08,7.363e+08,1.370e+09,0,0,5.412e+10,5.154e+08,3.781e+09,2.201e+09,0,0,2.667e+10,5.365e+08,8.752e+09,1.164e+09,0,0,5.826e+09,41687428,3.571e+09,2.249e+08,0,0,5797087.5,15634.029,2
nl87,9.179e+10,9.041e+10,1.380e+09,9.658e+09,1.172e+09,0,0,7.681e+09,6.304e+08,3.903e+08,2.588e+08,0,0,5.501e+10,4.837e+08,3.087e+09,5.736e+08,0,0,2.772e+10,2.661e+08,6.180e+09,3.398e+08,0,0,6.013e+09,10742870,2.452e+09,60528160,0,0,5607931.5,16367.533,2
nl90,1.215e+11,1.171e+11,4.395e+09,6.051e+09,0,0,0,1.004e+10,1.745e+09,5.416e+08,0,0,0,7.411e+10,1.397e+09,2.255e+09,0,0,0,3.298e+10,1.253e+09,3.254e+09,0,0,0,6.515e+09,3.695e+08,1.215e+09,0,0,0,6333279,19186.878,3
nl93,1.388e+11,1.334e+11,5.364e+09,8.337e+09,0,0,0,1.179e+10,2.010e+09,6.349e+08,0,0,0,8.431e+10,1.908e+09,2.763e+09,0,0,0,3.734e+10,1.447e+09,4.939e+09,0,0,0,6.836e+09,7.051e+08,2.348e+09,0,0,0,6527265.5,21264.401,4
nl99,1.515e+11,1.476e+11,3.856e+09,8.597e+09,0,2.966e+09,8.899e+08,7.333e+09,1.390e+09,5.466e+08,0,1.195e+09,1.949e+08,9.578e+10,1.189e+09,3.911e+09,0,9.099e+08,2.788e+08,4.451e+10,1.277e+09,4.140e+09,0,8.610e+08,4.162e+08,8.509e+09,4.918e+08,2.220e+09,0,3.401e+08,1.517e+08,6725642,25812.679,5
pl04,2.096e+11,2.085e+11,1.122e+09,4.226e+10,0,1.235e+08,9.988e+08,9.409e+09,1.360e+08,1.491e+08,0,11884056,1.241e+08,1.204e+11,4.518e+08,1.997e+10,0,26366504,4.254e+08,7.873e+10,5.345e+08,2.214e+10,0,85204768,4.493e+08,1.886e+10,2.540e+08,7.668e+09,0,75134400,1.789e+08,13336976,15719.11,6
pl07,2.847e+11,2.828e+11,1.907e+09,5.712e+10,0,6.476e+08,1.259e+09,2.115e+10,2.300e+08,9.678e+08,0,11166873,2.189e+08,1.620e+11,4.823e+08,2.485e+10,0,61575744,4.208e+08,9.964e+10,1.194e+09,3.130e+10,0,5.749e+08,6.193e+08,2.413e+10,6.649e+08,1.190e+10,0,4.096e+08,2.553e+08,13332283,21351.676,7
pl10,3.790e+11,3.770e+11,2.001e+09,6.946e+10,0,1.806e+08,1.820e+09,3.238e+10,3.115e+08,1.927e+09,0,12915092,2.986e+08,2.172e+11,7.631e+08,3.445e+10,0,89123992,6.740e+08,1.275e+11,9.262e+08,3.308e+10,0,78559608,8.476e+08,2.916e+10,3.535e+08,1.063e+10,0,56737156,2.968e+08,13332320,28429.241,8
pl13,4.132e+11,4.103e+11,2.829e+09,7.571e+10,0,5.521e+08,2.277e+09,3.116e+10,3.863e+08,-9.831e+08,0,43560820,3.427e+08,2.361e+11,1.050e+09,3.787e+10,0,1.344e+08,9.154e+08,1.431e+11,1.393e+09,3.882e+10,0,3.742e+08,1.019e+09,3.484e+10,6.782e+08,1.526e+10,0,2.944e+08,3.839e+08,13571696,30442.958,9
pl16,4.509e+11,4.484e+11,2.513e+09,7.520e+10,0,2.495e+08,2.263e+09,3.643e+10,3.868e+08,-1.134e+09,0,41139328,3.456e+08,2.629e+11,8.958e+08,3.912e+10,0,89918680,8.059e+08,1.491e+11,1.230e+09,3.722e+10,0,1.185e+08,1.112e+09,3.250e+10,3.227e+08,1.272e+10,0,19632012,3.031e+08,13571725,33224.916,10
pl86,4.800e+08,4.800e+08,0,1.353e+08,0,0,0,87577944,0,24293080,0,0,0,2.717e+08,0,57883548,0,0,0,1.208e+08,0,53098264,0,0,0,24170656,0,17971370,0,0,0,11674236,41.117967,2
pl92,4.937e+10,4.878e+10,5.843e+08,4.605e+09,0,0,0,8.544e+09,1.034e+08,6.957e+08,0,0,0,2.727e+10,1.664e+08,2.007e+09,0,0,0,1.297e+10,3.145e+08,1.902e+09,0,0,0,2.600e+09,1.626e+08,7.047e+08,0,0,0,12202986,4045.4356,3
pl95,7.204e+10,7.170e+10,3.422e+08,1.551e+10,0,0,0,1.006e+09,57577796,-3.257e+09,0,0,0,4.272e+10,1.355e+08,7.527e+09,0,0,0,2.797e+10,1.492e+08,1.124e+10,0,0,0,7.476e+09,79598312,4.624e+09,0,0,0,12624367,5706.4054,4
pl99,1.836e+11,1.830e+11,6.586e+08,3.808e+10,0,2.008e+08,4.577e+08,1.683e+10,1.548e+08,2.335e+09,0,35681152,1.192e+08,1.062e+11,2.357e+08,1.920e+10,0,75449704,1.602e+08,5.998e+10,2.681e+08,1.655e+10,0,89717480,1.784e+08,1.399e+10,68296360,5.592e+09,0,20047606,48248756,12491808,14701.003,5
se00,9.575e+11,9.097e+11,4.776e+10,2.990e+10,0,4.667e+10,1.093e+09,7.412e+10,1.044e+10,2.523e+09,0,1.014e+10,3.018e+08,5.421e+11,1.253e+10,1.865e+10,0,1.208e+10,4.443e+08,2.935e+11,2.480e+10,8.723e+09,0,2.445e+10,3.474e+08,6.233e+10,1.681e+10,2.462e+09,0,1.678e+10,32275990,4327272.5,221259.65,5
se05,1.128e+12,1.085e+12,4.374e+10,3.672e+10,0,4.225e+10,1.495e+09,9.623e+10,1.023e+10,5.652e+09,0,9.849e+09,3.805e+08,6.453e+11,1.180e+10,2.089e+10,0,1.114e+10,6.641e+08,3.432e+11,2.171e+10,1.017e+10,0,2.126e+10,4.505e+08,7.165e+10,1.313e+10,2.162e+09,0,1.307e+10,57327036,4440934,254098.01,6
se67,6.755e+10,6.631e+10,1.246e+09,0,0,0,0,8.481e+09,4.278e+08,0,0,0,0,3.846e+10,4.217e+08,0,0,0,0,1.936e+10,3.962e+08,0,0,0,0,4.220e+09,1.501e+08,0,0,0,0,3606684,18729.476,0
se75,1.647e+11,1.587e+11,6.014e+09,9.883e+09,0,0,0,2.172e+10,2.619e+09,2.100e+09,0,0,0,9.362e+10,2.085e+09,5.010e+09,0,0,0,4.337e+10,1.309e+09,2.772e+09,0,0,0,8.223e+09,4.020e+08,9.870e+08,0,0,0,4167178.8,39527.992,0
se81,2.822e+11,2.715e+11,1.073e+10,1.460e+10,2.913e+10,0,0,3.094e+10,6.524e+09,2.873e+09,8.486e+09,0,0,1.645e+11,3.176e+09,8.573e+09,1.316e+10,0,0,7.603e+10,1.034e+09,3.159e+09,7.486e+09,0,0,1.368e+10,2.355e+08,1.042e+09,1.375e+09,0,0,4364166.5,64673.417,1
se87,4.636e+11,4.367e+11,2.691e+10,1.738e+10,0,0,0,4.379e+10,1.171e+10,1.458e+09,0,0,0,2.656e+11,8.045e+09,1.114e+10,0,0,0,1.273e+11,7.147e+09,4.781e+09,0,0,0,2.214e+10,4.305e+09,1.523e+09,0,0,0,4483264,103415.75,2
se92,6.956e+11,6.473e+11,4.822e+10,1.382e+10,0,0,0,4.894e+10,1.845e+10,-8.638e+08,0,0,0,3.989e+11,1.669e+10,1.023e+10,0,0,0,1.995e+11,1.308e+10,4.451e+09,0,0,0,3.493e+10,4.198e+09,1.025e+09,0,0,0,4665882.5,149074.06,3
se95,7.157e+11,6.756e+11,4.010e+10,1.669e+10,0,0,0,4.007e+10,1.397e+10,2.074e+08,0,0,0,4.177e+11,1.292e+10,1.240e+10,0,0,0,2.178e+11,1.321e+10,4.079e+09,0,0,0,4.005e+10,6.526e+09,9.874e+08,0,0,0,4677280.5,153015.13,4
sk04,1.317e+10,1.314e+10,33303408,7.295e+08,0,11406518,21896890,1.219e+09,7061897.5,30968432,0,2483107,4578790.5,7.746e+09,13481192,2.881e+08,0,5777670,7703522.5,4.172e+09,12760318,4.104e+08,0,3145741.3,9614576,1.004e+09,6061808,2.147e+08,0,1289314.8,4772493.5,1858476.3,7086.8298,6
sk07,1.865e+10,1.859e+10,61330596,1.944e+09,2.197e+09,18445400,42885196,2.199e+09,19264026,1.611e+08,1.022e+09,6923153.5,12340873,1.098e+10,23502566,9.460e+08,9.146e+08,7500656,16001910,5.413e+09,18564004,8.368e+08,2.594e+08,4021590.3,14542414,1.031e+09,9619184,2.827e+08,34731864,1588497.1,8030686.5,1891896.6,9859.4654,7
sk10,2.097e+10,2.090e+10,70991992,2.244e+09,2.939e+09,23931744,47060252,2.494e+09,22376752,2.780e+08,1.368e+09,7828309,14548442,1.224e+10,38370648,1.112e+09,1.214e+09,12628740,25741908,6.165e+09,10244596,8.544e+08,3.571e+08,3474694.5,6769901.5,1.242e+09,625219.56,2.359e+08,42316100,399848.91,225370.64,1911664,10972.78,8
sk13,2.281e+10,2.275e+10,52604108,3.065e+09,2.642e+09,23107414,29496692,2.848e+09,20687362,4.224e+08,1.219e+09,7919355.5,12768006,1.317e+10,21677736,1.739e+09,1.098e+09,12020743,9656992,6.739e+09,10239009,9.038e+08,3.251e+08,3167315.3,7071693.5,1.442e+09,1141973.1,2.116e+08,42927404,845653.56,296319.56,1851669.3,12316.988,9
sk92,3.539e+09,3.533e+09,6355633.5,2.650e+08,0,0,0,5.048e+08,1175871.8,14297490,0,0,0,2.087e+09,2605435.8,1.022e+08,0,0,0,9.409e+08,2574326,1.485e+08,0,0,0,1.826e+08,1511411.9,70359352,0,0,0,1784046.5,1983.8164,3
sk96,5.366e+09,5.348e+09,17627004,3.554e+08,0,0,0,7.047e+08,3921079.5,32616244,0,0,0,3.140e+09,6903007.5,1.745e+08,0,0,0,1.504e+09,6802917.5,1.483e+08,0,0,0,2.910e+08,2890811.8,58068992,0,0,0,1841664.8,2913.7009,4
uk04,5.953e+11,5.739e+11,2.154e+10,6.814e+10,0,1.717e+10,3.845e+09,3.369e+10,7.099e+09,4.583e+09,0,6.332e+09,6.847e+08,3.312e+11,7.427e+09,2.989e+10,0,5.749e+09,1.563e+09,2.090e+11,7.010e+09,3.366e+10,0,5.094e+09,1.598e+09,5.471e+10,2.655e+09,1.508e+10,0,2.053e+09,5.431e+08,25267068,23815.11,6
uk07,6.888e+11,6.594e+11,2.948e+10,7.496e+10,0,2.433e+10,4.215e+09,4.261e+10,8.611e+09,5.120e+09,0,7.915e+09,6.368e+08,3.828e+11,1.050e+10,3.452e+10,0,8.422e+09,1.866e+09,2.340e+11,1.037e+10,3.532e+10,0,7.991e+09,1.712e+09,5.424e+10,4.039e+09,1.466e+10,0,3.056e+09,6.668e+08,26061254,26431.701,7
uk10,7.132e+11,6.900e+11,2.320e+10,7.604e+10,0,1.728e+10,5.291e+09,3.641e+10,6.255e+09,5.261e+09,0,5.345e+09,8.579e+08,3.955e+11,7.831e+09,3.456e+10,0,5.163e+09,2.412e+09,2.580e+11,9.116e+09,3.622e+10,0,6.769e+09,2.022e+09,6.349e+10,2.335e+09,1.739e+10,0,1.571e+09,7.119e+08,26653212,26757.03,8
uk13,7.766e+11,7.504e+11,2.624e+10,7.913e+10,0,1.757e+10,7.925e+09,4.374e+10,7.259e+09,6.848e+09,0,5.795e+09,1.428e+09,4.324e+11,1.020e+10,3.949e+10,0,6.156e+09,3.583e+09,2.743e+11,8.785e+09,3.278e+10,0,5.617e+09,2.914e+09,6.562e+10,1.500e+09,9.549e+09,0,9.744e+08,4.477e+08,27057704,28702.463,9
uk69,2.139e+10,2.040e+10,9.931e+08,1.799e+09,0,0,0,4.266e+09,2.680e+08,3.655e+08,0,0,0,1.130e+10,2.221e+08,7.091e+08,0,0,0,4.831e+09,5.031e+08,7.247e+08,0,0,0,9.253e+08,2.917e+08,2.441e+08,0,0,0,15693339,1363.231,0
uk74,4.792e+10,4.604e+10,1.878e+09,4.353e+09,0,0,0,8.386e+09,6.550e+08,9.989e+08,0,0,0,2.619e+10,5.941e+08,1.586e+09,0,0,0,1.147e+10,6.288e+08,1.768e+09,0,0,0,2.357e+09,2.704e+08,8.175e+08,0,0,0,19838710,2415.4706,0
uk79,1.025e+11,9.896e+10,3.513e+09,6.119e+09,0,0,0,1.372e+10,1.438e+09,1.380e+09,0,0,0,5.906e+10,1.195e+09,2.964e+09,0,0,0,2.618e+10,8.803e+08,1.775e+09,0,0,0,4.452e+09,3.119e+08,6.232e+08,0,0,0,20806878,4924.7632,1
uk86,1.861e+11,1.752e+11,1.094e+10,1.630e+10,1.453e+10,0,0,1.104e+10,3.978e+09,1.649e+09,4.887e+09,0,0,1.088e+11,3.975e+09,8.398e+09,6.915e+09,0,0,5.532e+10,2.983e+09,6.250e+09,2.729e+09,0,0,9.852e+09,1.183e+09,1.675e+09,4.016e+08,0,0,22223574,8374.0039,2
uk91,3.293e+11,3.006e+11,2.871e+10,3.244e+10,2.973e+10,0,0,2.229e+10,8.243e+09,3.426e+09,1.039e+10,0,0,1.814e+11,1.074e+10,1.529e+10,1.417e+10,0,0,9.690e+10,9.725e+09,1.372e+10,5.170e+09,0,0,2.072e+10,4.855e+09,6.789e+09,8.005e+08,0,0,23370396,14092.468,3
uk94,3.458e+11,3.294e+11,1.647e+10,4.327e+10,0,0,0,1.677e+10,5.226e+09,2.714e+09,0,0,0,1.961e+11,6.239e+09,1.958e+10,0,0,0,1.165e+11,5.001e+09,2.098e+10,0,0,0,2.794e+10,1.747e+09,9.620e+09,0,0,0,23141000,14944.673,4
uk95,3.426e+11,3.215e+11,2.117e+10,5.504e+10,0,0,0,1.545e+10,7.037e+09,1.913e+09,0,0,0,1.959e+11,7.784e+09,2.366e+10,0,0,0,1.102e+11,6.347e+09,2.947e+10,0,0,0,2.350e+10,2.286e+09,1.189e+10,0,0,0,22493722,15233.
